ID,_wp_attached_file,Title,"Parent Slug",Permalink,Excerpt,Date,_wp_attachment_image_alt,_wp_attachment_metadata,_wp_attachment_context,Slug
3280,2020/11/OS_Villa-Gyps_a_04_c_Ralf-König.jpg,OS_Villa-Gyps_a_04_c_Ralf-König,osterode-am-harz/villa-gyps,http://kulturimkreis.info/osterode-am-harz/villa-gyps/os_villa-gyps_a_04_c_ralf-koenig/,,2020-11-06,,"a:5:{s:5:""width"";i:2048;s:6:""height"";i:1536;s:4:""file"";s:44:""2020/11/OS_Villa-Gyps_a_04_c_Ralf-König.jpg"";s:5:""sizes"";a:5:{s:6:""medium"";a:4:{s:4:""file"";s:44:""OS_Villa-Gyps_a_04_c_Ralf-König-300x225.jpg"";s:5:""width"";i:300;s:6:""height"";i:225;s:9:""mime-type"";s:10:""image/jpeg"";}s:5:""large"";a:4:{s:4:""file"";s:45:""OS_Villa-Gyps_a_04_c_Ralf-König-1024x768.jpg"";s:5:""width"";i:1024;s:6:""height"";i:768;s:9:""mime-type"";s:10:""image/jpeg"";}s:9:""thumbnail"";a:4:{s:4:""file"";s:44:""OS_Villa-Gyps_a_04_c_Ralf-König-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";}s:12:""medium_large"";a:4:{s:4:""file"";s:44:""OS_Villa-Gyps_a_04_c_Ralf-König-768x576.jpg"";s:5:""width"";i:768;s:6:""height"";i:576;s:9:""mime-type"";s:10:""image/jpeg"";}s:9:""1536x1536"";a:4:{s:4:""file"";s:46:""OS_Villa-Gyps_a_04_c_Ralf-König-1536x1152.jpg"";s:5:""width"";i:1536;s:6:""height"";i:1152;s:9:""mime-type"";s:10:""image/jpeg"";}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:2:""11"";s:6:""credit"";s:11:""Ralf Koenig"";s:6:""camera"";s:7:""GFX 50R"";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:10:""1593005044"";s:9:""copyright"";s:20:""www.rk-fotodesign.de"";s:12:""focal_length"";s:2:""63"";s:3:""iso"";s:3:""100"";s:13:""shutter_speed"";s:7:""0.00625"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}",,os_villa-gyps_a_04_c_ralf-koenig
3277,2020/11/OS_St-Jacobi-Schlosskirche_i_11_c_Ralf-König-scaled.jpg,OS_St-Jacobi-Schlosskirche_i_11_c_Ralf-König,osterode-am-harz/st-jacobi-schlosskirche,http://kulturimkreis.info/osterode-am-harz/st-jacobi-schlosskirche/os_st-jacobi-schlosskirche_i_11_c_ralf-koenig/,,2020-11-06,,"a:6:{s:5:""width"";i:1920;s:6:""height"";i:2560;s:4:""file"";s:64:""2020/11/OS_St-Jacobi-Schlosskirche_i_11_c_Ralf-König-scaled.jpg"";s:5:""sizes"";a:6:{s:6:""medium"";a:4:{s:4:""file"";s:57:""OS_St-Jacobi-Schlosskirche_i_11_c_Ralf-König-225x300.jpg"";s:5:""width"";i:225;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";}s:5:""large"";a:4:{s:4:""file"";s:58:""OS_St-Jacobi-Schlosskirche_i_11_c_Ralf-König-768x1024.jpg"";s:5:""width"";i:768;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";}s:9:""thumbnail"";a:4:{s:4:""file"";s:57:""OS_St-Jacobi-Schlosskirche_i_11_c_Ralf-König-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";}s:12:""medium_large"";a:4:{s:4:""file"";s:58:""OS_St-Jacobi-Schlosskirche_i_11_c_Ralf-König-768x1024.jpg"";s:5:""width"";i:768;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";}s:9:""1536x1536"";a:4:{s:4:""file"";s:59:""OS_St-Jacobi-Schlosskirche_i_11_c_Ralf-König-1152x1536.jpg"";s:5:""width"";i:1152;s:6:""height"";i:1536;s:9:""mime-type"";s:10:""image/jpeg"";}s:9:""2048x2048"";a:4:{s:4:""file"";s:59:""OS_St-Jacobi-Schlosskirche_i_11_c_Ralf-König-1536x2048.jpg"";s:5:""width"";i:1536;s:6:""height"";i:2048;s:9:""mime-type"";s:10:""image/jpeg"";}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:2:""10"";s:6:""credit"";s:11:""Ralf Koenig"";s:6:""camera"";s:7:""GFX 50R"";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:10:""1589455448"";s:9:""copyright"";s:20:""www.rk-fotodesign.de"";s:12:""focal_length"";s:2:""63"";s:3:""iso"";s:3:""100"";s:13:""shutter_speed"";s:3:""0.2"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}s:14:""original_image"";s:49:""OS_St-Jacobi-Schlosskirche_i_11_c_Ralf-König.jpg"";}",,os_st-jacobi-schlosskirche_i_11_c_ralf-koenig
3276,2020/11/OS_St-Jacobi-Schlosskirche_i_05_c_Ralf-König.jpg,OS_St-Jacobi-Schlosskirche_i_05_c_Ralf-König,osterode-am-harz/st-jacobi-schlosskirche,http://kulturimkreis.info/osterode-am-harz/st-jacobi-schlosskirche/os_st-jacobi-schlosskirche_i_05_c_ralf-koenig/,,2020-11-06,,"a:5:{s:5:""width"";i:2048;s:6:""height"";i:1536;s:4:""file"";s:57:""2020/11/OS_St-Jacobi-Schlosskirche_i_05_c_Ralf-König.jpg"";s:5:""sizes"";a:5:{s:6:""medium"";a:4:{s:4:""file"";s:57:""OS_St-Jacobi-Schlosskirche_i_05_c_Ralf-König-300x225.jpg"";s:5:""width"";i:300;s:6:""height"";i:225;s:9:""mime-type"";s:10:""image/jpeg"";}s:5:""large"";a:4:{s:4:""file"";s:58:""OS_St-Jacobi-Schlosskirche_i_05_c_Ralf-König-1024x768.jpg"";s:5:""width"";i:1024;s:6:""height"";i:768;s:9:""mime-type"";s:10:""image/jpeg"";}s:9:""thumbnail"";a:4:{s:4:""file"";s:57:""OS_St-Jacobi-Schlosskirche_i_05_c_Ralf-König-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";}s:12:""medium_large"";a:4:{s:4:""file"";s:57:""OS_St-Jacobi-Schlosskirche_i_05_c_Ralf-König-768x576.jpg"";s:5:""width"";i:768;s:6:""height"";i:576;s:9:""mime-type"";s:10:""image/jpeg"";}s:9:""1536x1536"";a:4:{s:4:""file"";s:59:""OS_St-Jacobi-Schlosskirche_i_05_c_Ralf-König-1536x1152.jpg"";s:5:""width"";i:1536;s:6:""height"";i:1152;s:9:""mime-type"";s:10:""image/jpeg"";}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""8"";s:6:""credit"";s:11:""Ralf Koenig"";s:6:""camera"";s:7:""GFX 50R"";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:10:""1589454546"";s:9:""copyright"";s:20:""www.rk-fotodesign.de"";s:12:""focal_length"";s:2:""63"";s:3:""iso"";s:3:""100"";s:13:""shutter_speed"";s:3:""0.2"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}",,os_st-jacobi-schlosskirche_i_05_c_ralf-koenig
3275,2020/11/OS_St-Jacobi-Schlosskirche_a_03_c_Ralf-König-scaled.jpg,OS_St-Jacobi-Schlosskirche_a_03_c_Ralf-König,osterode-am-harz/st-jacobi-schlosskirche,http://kulturimkreis.info/osterode-am-harz/st-jacobi-schlosskirche/os_st-jacobi-schlosskirche_a_03_c_ralf-koenig/,,2020-11-06,,"a:6:{s:5:""width"";i:1920;s:6:""height"";i:2560;s:4:""file"";s:64:""2020/11/OS_St-Jacobi-Schlosskirche_a_03_c_Ralf-König-scaled.jpg"";s:5:""sizes"";a:6:{s:6:""medium"";a:4:{s:4:""file"";s:57:""OS_St-Jacobi-Schlosskirche_a_03_c_Ralf-König-225x300.jpg"";s:5:""width"";i:225;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";}s:5:""large"";a:4:{s:4:""file"";s:58:""OS_St-Jacobi-Schlosskirche_a_03_c_Ralf-König-768x1024.jpg"";s:5:""width"";i:768;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";}s:9:""thumbnail"";a:4:{s:4:""file"";s:57:""OS_St-Jacobi-Schlosskirche_a_03_c_Ralf-König-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";}s:12:""medium_large"";a:4:{s:4:""file"";s:58:""OS_St-Jacobi-Schlosskirche_a_03_c_Ralf-König-768x1024.jpg"";s:5:""width"";i:768;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";}s:9:""1536x1536"";a:4:{s:4:""file"";s:59:""OS_St-Jacobi-Schlosskirche_a_03_c_Ralf-König-1152x1536.jpg"";s:5:""width"";i:1152;s:6:""height"";i:1536;s:9:""mime-type"";s:10:""image/jpeg"";}s:9:""2048x2048"";a:4:{s:4:""file"";s:59:""OS_St-Jacobi-Schlosskirche_a_03_c_Ralf-König-1536x2048.jpg"";s:5:""width"";i:1536;s:6:""height"";i:2048;s:9:""mime-type"";s:10:""image/jpeg"";}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:2:""11"";s:6:""credit"";s:11:""Ralf Koenig"";s:6:""camera"";s:7:""GFX 50R"";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:10:""1587052196"";s:9:""copyright"";s:20:""www.rk-fotodesign.de"";s:12:""focal_length"";s:2:""63"";s:3:""iso"";s:3:""100"";s:13:""shutter_speed"";s:5:""0.005"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}s:14:""original_image"";s:49:""OS_St-Jacobi-Schlosskirche_a_03_c_Ralf-König.jpg"";}",,os_st-jacobi-schlosskirche_a_03_c_ralf-koenig
3274,2020/11/OS_St-Jacobi-Schlosskirche_a_01_c_Ralf-König-1.jpg,OS_St-Jacobi-Schlosskirche_a_01_c_Ralf-König-1,osterode-am-harz/st-jacobi-schlosskirche,http://kulturimkreis.info/osterode-am-harz/st-jacobi-schlosskirche/os_st-jacobi-schlosskirche_a_01_c_ralf-koenig-1/,,2020-11-06,,"a:5:{s:5:""width"";i:2048;s:6:""height"";i:1536;s:4:""file"";s:59:""2020/11/OS_St-Jacobi-Schlosskirche_a_01_c_Ralf-König-1.jpg"";s:5:""sizes"";a:5:{s:6:""medium"";a:4:{s:4:""file"";s:59:""OS_St-Jacobi-Schlosskirche_a_01_c_Ralf-König-1-300x225.jpg"";s:5:""width"";i:300;s:6:""height"";i:225;s:9:""mime-type"";s:10:""image/jpeg"";}s:5:""large"";a:4:{s:4:""file"";s:60:""OS_St-Jacobi-Schlosskirche_a_01_c_Ralf-König-1-1024x768.jpg"";s:5:""width"";i:1024;s:6:""height"";i:768;s:9:""mime-type"";s:10:""image/jpeg"";}s:9:""thumbnail"";a:4:{s:4:""file"";s:59:""OS_St-Jacobi-Schlosskirche_a_01_c_Ralf-König-1-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";}s:12:""medium_large"";a:4:{s:4:""file"";s:59:""OS_St-Jacobi-Schlosskirche_a_01_c_Ralf-König-1-768x576.jpg"";s:5:""width"";i:768;s:6:""height"";i:576;s:9:""mime-type"";s:10:""image/jpeg"";}s:9:""1536x1536"";a:4:{s:4:""file"";s:61:""OS_St-Jacobi-Schlosskirche_a_01_c_Ralf-König-1-1536x1152.jpg"";s:5:""width"";i:1536;s:6:""height"";i:1152;s:9:""mime-type"";s:10:""image/jpeg"";}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:2:""11"";s:6:""credit"";s:11:""Ralf Koenig"";s:6:""camera"";s:7:""GFX 50R"";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:10:""1587051843"";s:9:""copyright"";s:20:""www.rk-fotodesign.de"";s:12:""focal_length"";s:2:""24"";s:3:""iso"";s:3:""100"";s:13:""shutter_speed"";s:5:""0.008"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}",,os_st-jacobi-schlosskirche_a_01_c_ralf-koenig-1
3273,2020/11/OS_St-Jacobi-Schlosskirche_a_01_c_Ralf-König.jpg,OS_St-Jacobi-Schlosskirche_a_01_c_Ralf-König,osterode-am-harz/st-jacobi-schlosskirche,http://kulturimkreis.info/osterode-am-harz/st-jacobi-schlosskirche/os_st-jacobi-schlosskirche_a_01_c_ralf-koenig/,,2020-11-06,,"a:5:{s:5:""width"";i:2048;s:6:""height"";i:1536;s:4:""file"";s:57:""2020/11/OS_St-Jacobi-Schlosskirche_a_01_c_Ralf-König.jpg"";s:5:""sizes"";a:5:{s:6:""medium"";a:4:{s:4:""file"";s:57:""OS_St-Jacobi-Schlosskirche_a_01_c_Ralf-König-300x225.jpg"";s:5:""width"";i:300;s:6:""height"";i:225;s:9:""mime-type"";s:10:""image/jpeg"";}s:5:""large"";a:4:{s:4:""file"";s:58:""OS_St-Jacobi-Schlosskirche_a_01_c_Ralf-König-1024x768.jpg"";s:5:""width"";i:1024;s:6:""height"";i:768;s:9:""mime-type"";s:10:""image/jpeg"";}s:9:""thumbnail"";a:4:{s:4:""file"";s:57:""OS_St-Jacobi-Schlosskirche_a_01_c_Ralf-König-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";}s:12:""medium_large"";a:4:{s:4:""file"";s:57:""OS_St-Jacobi-Schlosskirche_a_01_c_Ralf-König-768x576.jpg"";s:5:""width"";i:768;s:6:""height"";i:576;s:9:""mime-type"";s:10:""image/jpeg"";}s:9:""1536x1536"";a:4:{s:4:""file"";s:59:""OS_St-Jacobi-Schlosskirche_a_01_c_Ralf-König-1536x1152.jpg"";s:5:""width"";i:1536;s:6:""height"";i:1152;s:9:""mime-type"";s:10:""image/jpeg"";}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:2:""11"";s:6:""credit"";s:11:""Ralf Koenig"";s:6:""camera"";s:7:""GFX 50R"";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:10:""1587051843"";s:9:""copyright"";s:20:""www.rk-fotodesign.de"";s:12:""focal_length"";s:2:""24"";s:3:""iso"";s:3:""100"";s:13:""shutter_speed"";s:5:""0.008"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}",,os_st-jacobi-schlosskirche_a_01_c_ralf-koenig
3270,2020/11/OS_St-Aegidien-Marktkirche_i_09_c_Ralf-König.jpg,OS_St-Aegidien-Marktkirche_i_09_c_Ralf-König,osterode-am-harz/st-aegidien-marktkirche,http://kulturimkreis.info/osterode-am-harz/st-aegidien-marktkirche/os_st-aegidien-marktkirche_i_09_c_ralf-koenig/,,2020-11-06,,"a:5:{s:5:""width"";i:2048;s:6:""height"";i:1536;s:4:""file"";s:57:""2020/11/OS_St-Aegidien-Marktkirche_i_09_c_Ralf-König.jpg"";s:5:""sizes"";a:5:{s:6:""medium"";a:4:{s:4:""file"";s:57:""OS_St-Aegidien-Marktkirche_i_09_c_Ralf-König-300x225.jpg"";s:5:""width"";i:300;s:6:""height"";i:225;s:9:""mime-type"";s:10:""image/jpeg"";}s:5:""large"";a:4:{s:4:""file"";s:58:""OS_St-Aegidien-Marktkirche_i_09_c_Ralf-König-1024x768.jpg"";s:5:""width"";i:1024;s:6:""height"";i:768;s:9:""mime-type"";s:10:""image/jpeg"";}s:9:""thumbnail"";a:4:{s:4:""file"";s:57:""OS_St-Aegidien-Marktkirche_i_09_c_Ralf-König-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";}s:12:""medium_large"";a:4:{s:4:""file"";s:57:""OS_St-Aegidien-Marktkirche_i_09_c_Ralf-König-768x576.jpg"";s:5:""width"";i:768;s:6:""height"";i:576;s:9:""mime-type"";s:10:""image/jpeg"";}s:9:""1536x1536"";a:4:{s:4:""file"";s:59:""OS_St-Aegidien-Marktkirche_i_09_c_Ralf-König-1536x1152.jpg"";s:5:""width"";i:1536;s:6:""height"";i:1152;s:9:""mime-type"";s:10:""image/jpeg"";}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:2:""11"";s:6:""credit"";s:11:""Ralf Koenig"";s:6:""camera"";s:7:""GFX 50R"";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:10:""1589450324"";s:9:""copyright"";s:20:""www.rk-fotodesign.de"";s:12:""focal_length"";s:2:""24"";s:3:""iso"";s:3:""100"";s:13:""shutter_speed"";s:14:""0.166666666667"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}",,os_st-aegidien-marktkirche_i_09_c_ralf-koenig
3269,2020/11/OS_St-Aegidien-Marktkirche_i_06_c_Ralf-König.jpg,OS_St-Aegidien-Marktkirche_i_06_c_Ralf-König,osterode-am-harz/st-aegidien-marktkirche,http://kulturimkreis.info/osterode-am-harz/st-aegidien-marktkirche/os_st-aegidien-marktkirche_i_06_c_ralf-koenig/,,2020-11-06,,"a:5:{s:5:""width"";i:2048;s:6:""height"";i:1536;s:4:""file"";s:57:""2020/11/OS_St-Aegidien-Marktkirche_i_06_c_Ralf-König.jpg"";s:5:""sizes"";a:5:{s:6:""medium"";a:4:{s:4:""file"";s:57:""OS_St-Aegidien-Marktkirche_i_06_c_Ralf-König-300x225.jpg"";s:5:""width"";i:300;s:6:""height"";i:225;s:9:""mime-type"";s:10:""image/jpeg"";}s:5:""large"";a:4:{s:4:""file"";s:58:""OS_St-Aegidien-Marktkirche_i_06_c_Ralf-König-1024x768.jpg"";s:5:""width"";i:1024;s:6:""height"";i:768;s:9:""mime-type"";s:10:""image/jpeg"";}s:9:""thumbnail"";a:4:{s:4:""file"";s:57:""OS_St-Aegidien-Marktkirche_i_06_c_Ralf-König-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";}s:12:""medium_large"";a:4:{s:4:""file"";s:57:""OS_St-Aegidien-Marktkirche_i_06_c_Ralf-König-768x576.jpg"";s:5:""width"";i:768;s:6:""height"";i:576;s:9:""mime-type"";s:10:""image/jpeg"";}s:9:""1536x1536"";a:4:{s:4:""file"";s:59:""OS_St-Aegidien-Marktkirche_i_06_c_Ralf-König-1536x1152.jpg"";s:5:""width"";i:1536;s:6:""height"";i:1152;s:9:""mime-type"";s:10:""image/jpeg"";}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:2:""11"";s:6:""credit"";s:11:""Ralf Koenig"";s:6:""camera"";s:7:""GFX 50R"";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:10:""1589449966"";s:9:""copyright"";s:20:""www.rk-fotodesign.de"";s:12:""focal_length"";s:2:""24"";s:3:""iso"";s:3:""100"";s:13:""shutter_speed"";s:14:""0.333333333333"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}",,os_st-aegidien-marktkirche_i_06_c_ralf-koenig
3268,2020/11/OS_St-Aegidien-Marktkirche_a_06_c_Ralf-König-scaled.jpg,OS_St-Aegidien-Marktkirche_a_06_c_Ralf-König,osterode-am-harz/st-aegidien-marktkirche,http://kulturimkreis.info/osterode-am-harz/st-aegidien-marktkirche/os_st-aegidien-marktkirche_a_06_c_ralf-koenig/,,2020-11-06,,"a:6:{s:5:""width"";i:1920;s:6:""height"";i:2560;s:4:""file"";s:64:""2020/11/OS_St-Aegidien-Marktkirche_a_06_c_Ralf-König-scaled.jpg"";s:5:""sizes"";a:6:{s:6:""medium"";a:4:{s:4:""file"";s:57:""OS_St-Aegidien-Marktkirche_a_06_c_Ralf-König-225x300.jpg"";s:5:""width"";i:225;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";}s:5:""large"";a:4:{s:4:""file"";s:58:""OS_St-Aegidien-Marktkirche_a_06_c_Ralf-König-768x1024.jpg"";s:5:""width"";i:768;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";}s:9:""thumbnail"";a:4:{s:4:""file"";s:57:""OS_St-Aegidien-Marktkirche_a_06_c_Ralf-König-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";}s:12:""medium_large"";a:4:{s:4:""file"";s:58:""OS_St-Aegidien-Marktkirche_a_06_c_Ralf-König-768x1024.jpg"";s:5:""width"";i:768;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";}s:9:""1536x1536"";a:4:{s:4:""file"";s:59:""OS_St-Aegidien-Marktkirche_a_06_c_Ralf-König-1152x1536.jpg"";s:5:""width"";i:1152;s:6:""height"";i:1536;s:9:""mime-type"";s:10:""image/jpeg"";}s:9:""2048x2048"";a:4:{s:4:""file"";s:59:""OS_St-Aegidien-Marktkirche_a_06_c_Ralf-König-1536x2048.jpg"";s:5:""width"";i:1536;s:6:""height"";i:2048;s:9:""mime-type"";s:10:""image/jpeg"";}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:3:""7.1"";s:6:""credit"";s:11:""Ralf Koenig"";s:6:""camera"";s:7:""GFX 50R"";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:10:""1587055200"";s:9:""copyright"";s:20:""www.rk-fotodesign.de"";s:12:""focal_length"";s:3:""100"";s:3:""iso"";s:2:""50"";s:13:""shutter_speed"";s:16:""0.00555555555556"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}s:14:""original_image"";s:49:""OS_St-Aegidien-Marktkirche_a_06_c_Ralf-König.jpg"";}",,os_st-aegidien-marktkirche_a_06_c_ralf-koenig
3267,2020/11/OS_St-Aegidien-Marktkirche_a_01_c_Ralf-König-1.jpg,OS_St-Aegidien-Marktkirche_a_01_c_Ralf-König-1,osterode-am-harz/st-aegidien-marktkirche,http://kulturimkreis.info/osterode-am-harz/st-aegidien-marktkirche/os_st-aegidien-marktkirche_a_01_c_ralf-koenig-1/,,2020-11-06,,"a:5:{s:5:""width"";i:2048;s:6:""height"";i:1536;s:4:""file"";s:59:""2020/11/OS_St-Aegidien-Marktkirche_a_01_c_Ralf-König-1.jpg"";s:5:""sizes"";a:5:{s:6:""medium"";a:4:{s:4:""file"";s:59:""OS_St-Aegidien-Marktkirche_a_01_c_Ralf-König-1-300x225.jpg"";s:5:""width"";i:300;s:6:""height"";i:225;s:9:""mime-type"";s:10:""image/jpeg"";}s:5:""large"";a:4:{s:4:""file"";s:60:""OS_St-Aegidien-Marktkirche_a_01_c_Ralf-König-1-1024x768.jpg"";s:5:""width"";i:1024;s:6:""height"";i:768;s:9:""mime-type"";s:10:""image/jpeg"";}s:9:""thumbnail"";a:4:{s:4:""file"";s:59:""OS_St-Aegidien-Marktkirche_a_01_c_Ralf-König-1-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";}s:12:""medium_large"";a:4:{s:4:""file"";s:59:""OS_St-Aegidien-Marktkirche_a_01_c_Ralf-König-1-768x576.jpg"";s:5:""width"";i:768;s:6:""height"";i:576;s:9:""mime-type"";s:10:""image/jpeg"";}s:9:""1536x1536"";a:4:{s:4:""file"";s:61:""OS_St-Aegidien-Marktkirche_a_01_c_Ralf-König-1-1536x1152.jpg"";s:5:""width"";i:1536;s:6:""height"";i:1152;s:9:""mime-type"";s:10:""image/jpeg"";}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:2:""11"";s:6:""credit"";s:11:""Ralf Koenig"";s:6:""camera"";s:7:""GFX 50R"";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:10:""1587053881"";s:9:""copyright"";s:20:""www.rk-fotodesign.de"";s:12:""focal_length"";s:2:""17"";s:3:""iso"";s:3:""100"";s:13:""shutter_speed"";s:4:""0.01"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}",,os_st-aegidien-marktkirche_a_01_c_ralf-koenig-1
3266,2020/11/OS_St-Aegidien-Marktkirche_a_01_c_Ralf-König.jpg,OS_St-Aegidien-Marktkirche_a_01_c_Ralf-König,osterode-am-harz/st-aegidien-marktkirche,http://kulturimkreis.info/osterode-am-harz/st-aegidien-marktkirche/os_st-aegidien-marktkirche_a_01_c_ralf-koenig/,,2020-11-06,,"a:5:{s:5:""width"";i:2048;s:6:""height"";i:1536;s:4:""file"";s:57:""2020/11/OS_St-Aegidien-Marktkirche_a_01_c_Ralf-König.jpg"";s:5:""sizes"";a:5:{s:6:""medium"";a:4:{s:4:""file"";s:57:""OS_St-Aegidien-Marktkirche_a_01_c_Ralf-König-300x225.jpg"";s:5:""width"";i:300;s:6:""height"";i:225;s:9:""mime-type"";s:10:""image/jpeg"";}s:5:""large"";a:4:{s:4:""file"";s:58:""OS_St-Aegidien-Marktkirche_a_01_c_Ralf-König-1024x768.jpg"";s:5:""width"";i:1024;s:6:""height"";i:768;s:9:""mime-type"";s:10:""image/jpeg"";}s:9:""thumbnail"";a:4:{s:4:""file"";s:57:""OS_St-Aegidien-Marktkirche_a_01_c_Ralf-König-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";}s:12:""medium_large"";a:4:{s:4:""file"";s:57:""OS_St-Aegidien-Marktkirche_a_01_c_Ralf-König-768x576.jpg"";s:5:""width"";i:768;s:6:""height"";i:576;s:9:""mime-type"";s:10:""image/jpeg"";}s:9:""1536x1536"";a:4:{s:4:""file"";s:59:""OS_St-Aegidien-Marktkirche_a_01_c_Ralf-König-1536x1152.jpg"";s:5:""width"";i:1536;s:6:""height"";i:1152;s:9:""mime-type"";s:10:""image/jpeg"";}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:2:""11"";s:6:""credit"";s:11:""Ralf Koenig"";s:6:""camera"";s:7:""GFX 50R"";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:10:""1587053881"";s:9:""copyright"";s:20:""www.rk-fotodesign.de"";s:12:""focal_length"";s:2:""17"";s:3:""iso"";s:3:""100"";s:13:""shutter_speed"";s:4:""0.01"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}",,os_st-aegidien-marktkirche_a_01_c_ralf-koenig
